,City,Operation,Time block,Delay
1332,Naples,Arrival,12,-1.0
1333,Paris,Arrival,12,-13.0
1334,Amsterdam,Arrival,12,4.0
1335,Paris,Arrival,12,-3.0
1336,Bari,Arrival,12,16.0
1337,London,Arrival,12,-11.0
1338,Madrid,Arrival,13,15.0
1339,Vienna,Arrival,13,49.0
1340,Alicante,Arrival,13,7.0
1341,Menorca,Arrival,13,-18.0
1342,Copenhagen,Arrival,13,2.0
1343,Granada,Arrival,13,-4.0
1344,Las Palmas,Arrival,14,-20.0
1345,Milan,Arrival,14,31.0
1346,Athens,Arrival,14,-3.0
1347,Lyon,Arrival,14,0.0
1348,Palma Mallorca,Arrival,14,6.0
1349,Bilbao,Arrival,14,1.0
1350,London,Arrival,14,-17.0
1351,Cagliari,Arrival,15,-9.0
1352,Paris,Arrival,15,-5.0
1353,Ibiza,Arrival,15,1.0
1354,Sevilla,Arrival,15,-9.0
1355,Tenerife,Arrival,15,15.0
1356,Santiago De Compostela,Arrival,15,-4.0
1357,"Basel, Switzerland / Mulhouse",Arrival,15,34.0
1358,Hanover,Arrival,15,21.0
1359,Malaga,Arrival,16,44.0
1360,Almeria,Arrival,16,5.0
1361,Milan,Arrival,16,-3.0
1362,Madrid,Arrival,16,2.0
1363,Malta,Arrival,16,2.0
1364,Ibiza,Arrival,16,8.0
1365,Palma Mallorca,Arrival,16,49.0
1366,Birmingham,Arrival,16,3.0
1367,Bilbao,Arrival,16,-5.0
1368,Lisbon,Arrival,16,1.0
1369,Valladolid,Arrival,16,-10.0
1370,Nuremberg,Arrival,16,38.0
1371,Jerez De La Frontera,Arrival,16,22.0
1372,Lanzarote,Arrival,17,121.0
1373,Palermo,Arrival,17,-1.0
1374,Sevilla,Arrival,17,2.0
1375,Hamburg,Arrival,17,116.0
1376,Brussels,Arrival,17,19.0
1377,Amsterdam,Arrival,17,-17.0
1378,Berlin,Arrival,17,12.0
1379,Catania,Arrival,17,16.0
1380,Budapest,Arrival,17,21.0
1381,Dusseldorf,Arrival,17,33.0
1382,London,Arrival,17,-15.0
1383,Turin,Arrival,18,-8.0
1384,Madrid,Arrival,18,-5.0
1385,Munich,Arrival,18,-9.0
1386,Paris,Arrival,18,63.0
1387,Dublin,Arrival,18,3.0
1388,Porto,Arrival,18,37.0
1389,Palma Mallorca,Arrival,18,-9.0
1390,Venice,Arrival,18,-18.0
1391,Bologna,Arrival,18,181.0
1392,Milan,Arrival,18,8.0
1393,Alicante,Arrival,18,2.0
1394,Bilbao,Arrival,18,-1.0
1395,Valencia,Arrival,19,-14.0
1396,Santander,Arrival,19,-11.0
1397,Malaga,Arrival,19,14.0
1398,Tenerife,Arrival,19,-3.0
1399,Rome,Arrival,19,6.0
1400,Menorca,Arrival,19,3.0
1401,Ibiza,Arrival,19,3.0
1402,Palma Mallorca,Arrival,19,0.0
1403,San Sebastian,Arrival,19,7.0
1404,Madrid,Arrival,19,2.0
1405,Paris,Arrival,19,1.0
1406,Nice,Arrival,19,-1.0
1407,Stuttgart,Arrival,19,7.0
1408,Vienna,Arrival,19,-7.0
1409,Stockholm,Arrival,19,16.0
1410,La Coruna,Arrival,19,19.0
1411,Geneva,Arrival,20,37.0
1412,Copenhagen,Arrival,20,-8.0
1413,Las Palmas,Arrival,20,-2.0
1414,Sevilla,Arrival,20,0.0
1415,Paris,Arrival,20,58.0
1416,Santiago De Compostela,Arrival,20,-15.0
1417,Granada,Arrival,20,6.0
1418,Palma Mallorca,Arrival,20,-7.0
1419,Madrid,Arrival,20,-11.0
1420,Sevilla,Arrival,20,-7.0
1421,Malaga,Arrival,21,6.0
1422,Bilbao,Arrival,21,-22.0
1423,Alicante,Arrival,21,14.0
1424,Asturias,Arrival,21,10.0
1425,Amsterdam,Arrival,21,-18.0
1426,Paris,Arrival,21,-20.0
1427,Florence,Arrival,21,-7.0
1428,Palma Mallorca,Arrival,22,-14.0
1429,Menorca,Arrival,22,-18.0
1430,Zurich,Arrival,22,-8.0
1431,London,Arrival,22,-34.0
1432,Munich,Arrival,22,-7.0
1433,Palma Mallorca,Arrival,22,-18.0
1434,Bilbao,Arrival,22,5.0
1435,Rome,Arrival,22,-2.0
1436,Milan,Arrival,22,-15.0
1437,Manchester,Arrival,22,47.0
1438,Bordeaux,Arrival,23,-6.0
1439,Ibiza,Arrival,23,-5.0
1440,Paris,Arrival,23,5.0
1441,Vigo,Arrival,23,43.0
1442,Malaga,Arrival,23,-2.0
1443,Marseille,Arrival,23,16.0
1444,Paris,Arrival,23,-7.0
1445,Brussels,Arrival,23,30.0
1446,Venice,Arrival,23,-10.0
1447,Palma Mallorca,Arrival,23,12.0
1448,Lisbon,Arrival,23,-6.0
1449,Prague,Arrival,23,17.0
1450,Amsterdam,Arrival,23,-13.0
1451,La Coruna,Arrival,23,-7.0
1452,London,Arrival,23,25.0
1453,Naples,Arrival,23,-2.0
1454,Rennes,Arrival,23,-6.0
1455,Marrakech,Departure,6,-3.0
1456,Florence,Departure,6,-10.0
1457,Porto,Departure,6,-3.0
1458,Tangier,Departure,6,14.0
1459,San Sebastian,Departure,6,-1.0
1460,Las Palmas,Departure,6,0.0
1461,Alicante,Departure,6,-3.0
1462,Brussels,Departure,6,0.0
1463,Asturias,Departure,6,-1.0
1464,Sevilla,Departure,6,-4.0
1465,Malaga,Departure,7,-6.0
1466,Bilbao,Departure,7,-3.0
1467,Madrid,Departure,7,2.0
1468,Munich,Departure,7,0.0
1469,Paris,Departure,7,14.0
1470,Palma Mallorca,Departure,7,33.0
1471,Amsterdam,Departure,7,35.0
1472,Ibiza,Departure,7,-1.0
1473,Lisbon,Departure,7,-1.0
1474,Athens,Departure,7,-1.0
1475,Rome,Departure,7,-1.0
1476,London,Departure,7,-1.0
1477,Menorca,Departure,7,-9.0
1478,Geneva,Departure,7,-1.0
1479,Nice,Departure,7,-3.0
1480,Granada,Departure,7,0.0
1481,London,Departure,7,22.0
1482,Milan,Departure,7,4.0
1483,Prague,Departure,7,1.0
1484,Vienna,Departure,7,0.0
1485,Paris,Departure,7,-2.0
1486,Madrid,Departure,8,93.0
1487,Palma Mallorca,Departure,8,-4.0
1488,Alicante,Departure,8,-11.0
1489,Menorca,Departure,9,-10.0
1490,Ibiza,Departure,9,-9.0
1491,Santiago De Compostela,Departure,9,36.0
1492,La Coruna,Departure,9,0.0
1493,Rome,Departure,9,7.0
1494,Tenerife,Departure,9,2.0
1495,Bilbao,Departure,9,-4.0
1496,Moscow,Departure,9,6.0
1497,Amsterdam,Departure,10,37.0
1498,Lanzarote,Departure,10,14.0
1499,Hanover,Departure,10,-9.0
1500,Granada,Departure,10,-2.0
1501,Olbia,Departure,10,-2.0
1502,Florence,Departure,11,-11.0
1503,Sevilla,Departure,11,6.0
1504,Birmingham,Departure,11,0.0
1505,Berlin,Departure,11,1.0
1506,Rome,Departure,11,32.0
1507,Palma Mallorca,Departure,11,6.0
1508,Malaga,Departure,12,-8.0
1509,Tenerife,Departure,12,0.0
1510,Las Palmas,Departure,12,3.0
1511,Milan,Departure,12,-3.0
1512,Lisbon,Departure,12,70.0
1513,Asturias,Departure,12,14.0
1514,Brussels,Departure,12,36.0
1515,Dusseldorf,Departure,12,19.0
1516,Ibiza,Departure,12,8.0
1517,Madrid,Departure,14,31.0
1518,Venice,Departure,14,9.0
1519,Paris,Departure,14,5.0
1520,Palma Mallorca,Departure,14,-1.0
1521,La Coruna,Departure,14,-7.0
1522,Bologna,Departure,14,-8.0
1523,Nantes,Departure,14,1.0
1524,Stuttgart,Departure,15,-3.0
1525,Rome,Departure,15,-2.0
1526,Malaga,Departure,15,-6.0
1527,Lisbon,Departure,15,-10.0
1528,London,Departure,15,1.0
1529,Amsterdam,Departure,15,-4.0
1530,Bilbao,Departure,15,7.0
1531,Marseille,Departure,15,-2.0
1532,Vienna,Departure,15,-3.0
1533,Paris,Departure,16,-5.0
1534,Palma Mallorca,Departure,16,-7.0
1535,Dakar,Departure,16,22.0
1536,Banjul,Departure,16,-2.0
1537,Santiago De Compostela,Departure,16,10.0
1538,Sevilla,Departure,16,-4.0
1539,Ibiza,Departure,16,-4.0
1540,Menorca,Departure,17,-8.0
1541,Madrid,Departure,17,5.0
1542,London,Departure,17,-5.0
1543,Manchester,Departure,17,-7.0
1544,Paris,Departure,17,2.0
1545,Bilbao,Departure,17,0.0
1546,Alicante,Departure,18,-4.0
1547,Palma Mallorca,Departure,18,-2.0
1548,Beirut,Departure,18,12.0
1549,Madrid,Departure,19,22.0
1550,Lisbon,Departure,19,-2.0
1551,Malaga,Departure,19,11.0
1552,London,Departure,19,-14.0
1553,Palma Mallorca,Departure,20,-6.0
1554,Algiers,Departure,21,-9.0
1555,Tel Aviv-Yafo,Departure,23,2.0
1556,Granada,Arrival,0,7.0
1557,Pisa,Arrival,0,-1.0
1558,Milan,Arrival,0,0.0
1559,Athens,Arrival,0,58.0
1560,Edinburgh,Arrival,0,16.0
1561,Vienna,Arrival,0,-5.0
1562,Nantes,Arrival,0,-6.0
1563,Las Palmas,Arrival,0,-11.0
1564,Marrakech,Arrival,0,32.0
1565,Porto,Arrival,0,-24.0
1566,Tenerife,Arrival,1,-19.0
1567,London,Arrival,1,-15.0
1568,Algiers,Arrival,2,-31.0
1569,Madrid,Arrival,7,-14.0
1570,Palma Mallorca,Arrival,7,-20.0
1571,Alicante,Arrival,8,-10.0
1572,Asturias,Arrival,8,-17.0
1573,Santiago De Compostela,Arrival,8,-28.0
1574,La Coruna,Arrival,8,-30.0
1575,Rome,Arrival,8,5.0
1576,Bilbao,Arrival,9,-11.0
1577,Amsterdam,Arrival,9,-7.0
1578,Palma Mallorca,Arrival,9,12.0
1579,Algiers,Arrival,9,-31.0
1580,San Sebastian,Arrival,9,-7.0
1581,Ibiza,Arrival,9,-9.0
1582,Menorca,Arrival,9,-18.0
1583,Alicante,Arrival,9,-16.0
1584,Bilbao,Arrival,10,-21.0
1585,Madrid,Arrival,10,40.0
1586,Asturias,Arrival,10,-11.0
1587,Florence,Arrival,10,-4.0
1588,Nice,Arrival,10,-6.0
1589,Sevilla,Arrival,10,0.0
1590,Porto,Arrival,10,-22.0
1591,Malaga,Arrival,11,-1.0
1592,Granada,Arrival,11,-24.0
1593,Tangier,Arrival,11,2.0
1594,Geneva,Arrival,11,26.0
1595,Paris,Arrival,11,5.0
1596,Las Palmas,Arrival,11,-27.0
1597,Tenerife,Arrival,11,-10.0
1598,Menorca,Arrival,11,-12.0
1599,Rome,Arrival,11,8.0
1600,Milan,Arrival,11,4.0
1601,Marrakech,Arrival,11,-31.0
1602,Brussels,Arrival,11,-8.0
1603,Ibiza,Arrival,11,-17.0
1604,Lisbon,Arrival,11,-11.0
1605,Munich,Arrival,12,4.0
1606,Paris,Arrival,12,-19.0
1607,Amsterdam,Arrival,12,33.0
1608,London,Arrival,12,45.0
1609,Madrid,Arrival,13,24.0
1610,Vienna,Arrival,13,10.0
1611,Prague,Arrival,13,-18.0
1612,Granada,Arrival,13,-3.0
1613,Las Palmas,Arrival,14,-8.0
1614,Athens,Arrival,14,-2.0
1615,Palma Mallorca,Arrival,14,-17.0
1616,Olbia,Arrival,14,-14.0
1617,Vienna,Arrival,15,-5.0
1618,Ibiza,Arrival,15,-22.0
1619,Florence,Arrival,15,-7.0
1620,Sevilla,Arrival,15,-8.0
1621,Santiago De Compostela,Arrival,15,16.0
1622,Hanover,Arrival,15,-7.0
1623,Malaga,Arrival,16,-13.0
1624,Milan,Arrival,16,-3.0
1625,Madrid,Arrival,16,6.0
1626,Rome,Arrival,16,31.0
1627,Palma Mallorca,Arrival,16,-27.0
1628,Birmingham,Arrival,16,1.0
1629,Bilbao,Arrival,16,-14.0
1630,Lisbon,Arrival,16,62.0
1631,Lanzarote,Arrival,17,6.0
1632,Brussels,Arrival,17,35.0
1633,Berlin,Arrival,17,10.0
1634,Dusseldorf,Arrival,17,29.0
1635,Madrid,Arrival,18,18.0
1636,La Coruna,Arrival,18,-17.0
1637,Paris,Arrival,18,-5.0
1638,Palma Mallorca,Arrival,18,-19.0
1639,Venice,Arrival,18,18.0
1640,Bologna,Arrival,18,12.0
1641,Bilbao,Arrival,18,0.0
1642,Malaga,Arrival,19,10.0
1643,Menorca,Arrival,19,-20.0
1644,Ibiza,Arrival,19,-23.0
1645,Rome,Arrival,19,-20.0
1646,Nantes,Arrival,19,0.0
1647,Stuttgart,Arrival,19,-15.0
1648,Moscow,Arrival,20,-10.0
1649,Lisbon,Arrival,20,-25.0
1650,Sevilla,Arrival,20,-16.0
1651,Paris,Arrival,20,-23.0
1652,Palma Mallorca,Arrival,20,-11.0
1653,London,Arrival,20,15.0
1654,Alicante,Arrival,21,-10.0
1655,Amsterdam,Arrival,21,-19.0
1656,Paris,Arrival,21,-6.0
1657,London,Arrival,22,12.0
1658,Palma Mallorca,Arrival,22,-20.0
1659,Manchester,Arrival,22,-3.0
1660,Malaga,Arrival,23,-11.0
1661,Marseille,Arrival,23,-19.0
1662,Lisbon,Arrival,23,-37.0
1663,La Coruna,Arrival,23,-15.0
1664,Bologna,Departure,6,-4.0
1665,Florence,Departure,6,-7.0
1666,Tangier,Departure,6,-5.0
1667,La Coruna,Departure,6,-11.0
1668,Asturias,Departure,6,-6.0
1669,Oran,Departure,6,-13.0
1670,Malaga,Departure,7,28.0
1671,Madrid,Departure,7,-2.0
1672,Paris,Departure,7,-4.0
1673,Palma Mallorca,Departure,7,9.0
1674,Amsterdam,Departure,7,66.0
1675,Granada,Departure,7,-5.0
1676,Ibiza,Departure,7,-8.0
1677,Athens,Departure,7,5.0
1678,London,Departure,7,-5.0
1679,Menorca,Departure,7,-1.0
1680,London,Departure,7,-12.0
1681,Naples,Departure,7,8.0
1682,Tenerife,Departure,8,2.0
1683,Paris,Departure,8,-5.0
1684,Madrid,Departure,8,1.0
1685,Palma Mallorca,Departure,8,-14.0
1686,Alicante,Departure,8,-5.0
1687,Bilbao,Departure,8,-13.0
1688,Menorca,Departure,9,-10.0
1689,Ibiza,Departure,9,-7.0
1690,Santiago De Compostela,Departure,9,-4.0
1691,Paris,Departure,9,50.0
1692,Palma Mallorca,Departure,9,-7.0
1693,Rome,Departure,9,16.0
1694,Milan,Departure,10,-5.0
1695,Amsterdam,Departure,10,0.0
1696,Lanzarote,Departure,10,2.0
1697,Sevilla,Departure,10,-4.0
1698,Hanover,Departure,10,0.0
1699,Almeria,Departure,10,-2.0
1700,Granada,Departure,10,1.0
1701,Puerto del Rosario,Departure,10,-3.0
1702,Lyon,Departure,10,-12.0
1703,Paris,Departure,11,-8.0
1704,Menorca,Departure,11,-9.0
1705,Hamburg,Departure,11,0.0
1706,Malta,Departure,11,-3.0
1707,Sevilla,Departure,11,2.0
1708,Pisa,Departure,11,23.0
1709,Birmingham,Departure,11,35.0
1710,"Basel, Switzerland / Mulhouse",Departure,11,4.0
1711,Berlin,Departure,11,-9.0
1712,Stockholm,Departure,11,0.0
1713,La Coruna,Departure,11,0.0
1714,Palma Mallorca,Departure,11,-5.0
1715,Amsterdam,Departure,12,9.0
1716,Budapest,Departure,12,8.0
1717,Tenerife,Departure,12,11.0
1718,Las Palmas,Departure,12,-5.0
1719,Milan,Departure,12,-8.0
1720,Nuremberg,Departure,12,-5.0
1721,Lisbon,Departure,12,-2.0
1722,Asturias,Departure,12,-1.0
1723,Brussels,Departure,12,-1.0
1724,Catania,Departure,12,15.0
1725,Dublin,Departure,12,-9.0
1726,London,Departure,12,43.0
1727,Dusseldorf,Departure,12,9.0
1728,Ibiza,Departure,12,2.0
1729,Jerez De La Frontera,Departure,12,12.0
1730,Munich,Departure,13,5.0
1731,Copenhagen,Departure,13,-5.0
1732,Toulouse,Departure,13,-6.0
1733,Ibiza,Departure,14,-2.0
1734,Madrid,Departure,14,2.0
1735,Venice,Departure,14,1.0
1736,Paris,Departure,14,0.0
1737,Alicante,Departure,14,-12.0
1738,Porto,Departure,14,0.0
1739,Palma Mallorca,Departure,14,-1.0
1740,Turin,Departure,14,9.0
1741,Bologna,Departure,14,0.0
1742,Milan,Departure,14,0.0
1743,Vienna,Departure,14,-4.0
1744,Rome,Departure,15,1.0
1745,Stuttgart,Departure,15,3.0
1746,Malaga,Departure,15,3.0
1747,Amsterdam,Departure,15,-9.0
1748,Bilbao,Departure,15,0.0
1749,Marseille,Departure,15,-1.0
1750,Santander,Departure,16,-8.0
1751,Paris,Departure,16,3.0
1752,Geneva,Departure,16,5.0
1753,Palma Mallorca,Departure,16,-3.0
1754,Valladolid,Departure,16,0.0
1755,Madrid,Departure,16,-2.0
1756,Santiago De Compostela,Departure,16,-10.0
1757,Sevilla,Departure,16,-5.0
1758,Valencia,Departure,16,-9.0
1759,San Sebastian,Departure,16,0.0
1760,Ibiza,Departure,16,22.0
1761,Menorca,Departure,17,-2.0
1762,Granada,Departure,17,-1.0
1763,Madrid,Departure,17,-1.0
1764,Palma Mallorca,Departure,17,18.0
1765,London,Departure,17,-8.0
1766,Las Palmas,Departure,17,0.0
1767,Manchester,Departure,17,-3.0
1768,Lanzarote,Departure,17,0.0
1769,Florence,Departure,17,-4.0
1770,Bilbao,Departure,17,-5.0
1771,Paris,Departure,17,-3.0
1772,Athens,Departure,17,-1.0
1773,Edinburgh,Departure,17,-2.0
1774,Munich,Departure,17,1.0
1775,Tenerife,Departure,17,-1.0
1776,Sevilla,Departure,17,-2.0
1777,Zurich,Departure,18,8.0
1778,Alicante,Departure,18,0.0
1779,Palma Mallorca,Departure,18,3.0
1780,Prague,Departure,18,-3.0
1781,Rome,Departure,18,-2.0
1782,Amsterdam,Departure,18,-6.0
1783,Brussels,Departure,18,2.0
1784,Milan,Departure,18,4.0
1785,Paris,Departure,18,-2.0
1786,London,Departure,18,-11.0
1787,Madrid,Departure,19,6.0
1788,Berlin,Departure,19,-1.0
1789,Lisbon,Departure,19,2.0
1790,Marrakech,Departure,19,3.0
1791,Venice,Departure,19,-10.0
1792,Vigo,Departure,19,4.0
1793,Paris,Departure,19,-4.0
1794,Naples,Departure,19,5.0
1795,Malaga,Departure,19,-4.0
1796,Alicante,Departure,19,-13.0
1797,Bilbao,Departure,19,-3.0
1798,London,Departure,19,-5.0
1799,Menorca,Departure,19,-9.0
1800,Bordeaux,Departure,20,6.0
1801,La Coruna,Departure,20,24.0
1802,Rennes,Departure,20,2.0
1803,Tenerife,Departure,20,-10.0
1804,Milan,Departure,20,-1.0
1805,Nice,Departure,20,-2.0
1806,Lisbon,Departure,20,0.0
1807,Paris,Departure,20,-5.0
1808,Palma Mallorca,Departure,20,-3.0
1809,Sevilla,Departure,20,-1.0
1810,Granada,Departure,20,7.0
1811,Ibiza,Departure,20,-4.0
1812,Vienna,Departure,20,14.0
1813,Porto,Departure,20,48.0
1814,Nantes,Departure,20,3.0
1815,Las Palmas,Departure,20,-2.0
1816,Palma Mallorca,Departure,21,-2.0
1817,Santiago De Compostela,Departure,21,-13.0
1818,Algiers,Departure,21,-3.0
1819,Sevilla,Departure,21,-9.0
1820,Malaga,Departure,21,11.0
1821,Bilbao,Departure,21,-8.0
1822,Madrid,Departure,21,-4.0
1823,Asturias,Departure,22,-12.0
1824,Rome,Departure,22,-6.0
1825,Palma Mallorca,Departure,22,-6.0
1826,Tel Aviv-Yafo,Departure,23,-3.0
1827,Tenerife,Arrival,0,2.0
1828,London,Arrival,1,-7.0
1829,Algiers,Arrival,1,-34.0
1830,Dakar,Arrival,3,5.0
1831,Banjul,Arrival,3,-6.0
1832,Beirut,Arrival,4,-17.0
1833,Madrid,Arrival,7,-14.0
1834,Palma Mallorca,Arrival,7,-14.0
1835,Alicante,Arrival,8,-5.0
1836,Bilbao,Arrival,8,-9.0
1837,Asturias,Arrival,8,-5.0
1838,Palma Mallorca,Arrival,8,-13.0
1839,Santiago De Compostela,Arrival,8,-20.0
1840,Paris,Arrival,8,-5.0
1841,Rome,Arrival,8,-1.0
1842,Amsterdam,Arrival,9,-10.0
1843,Palma Mallorca,Arrival,9,-5.0
1844,Sevilla,Arrival,9,-15.0
1845,Algiers,Arrival,9,-21.0
1846,Ibiza,Arrival,9,-13.0
1847,Menorca,Arrival,9,-16.0
1848,Bologna,Arrival,10,-15.0
1849,Madrid,Arrival,10,-11.0
1850,Asturias,Arrival,10,-22.0
1851,Florence,Arrival,10,-14.0
1852,Granada,Arrival,10,-18.0
1853,La Coruna,Arrival,10,-16.0
1854,Oran,Arrival,10,-17.0
1855,Tel Aviv-Yafo,Arrival,10,-15.0
1856,Malaga,Arrival,11,16.0
1857,Tangier,Arrival,11,-6.0
1858,Paris,Arrival,11,10.0
1859,Las Palmas,Arrival,11,-30.0
1860,Tenerife,Arrival,11,-8.0
1861,Menorca,Arrival,11,-16.0
1862,Ibiza,Arrival,11,-6.0
1863,Naples,Arrival,12,-1.0
1864,London,Arrival,12,21.0
1865,Amsterdam,Arrival,12,51.0
1866,Paris,Arrival,12,6.0
1867,London,Arrival,12,2.0
1868,Madrid,Arrival,13,-9.0
1869,Alicante,Arrival,13,-15.0
1870,Menorca,Arrival,13,-3.0
1871,Almeria,Arrival,13,-6.0
1872,Granada,Arrival,13,-8.0
1873,Milan,Arrival,14,-19.0
1874,Athens,Arrival,14,2.0
1875,Lyon,Arrival,14,-1.0
1876,Vienna,Arrival,14,-10.0
1877,Palma Mallorca,Arrival,14,-8.0
1878,Ibiza,Arrival,15,-11.0
1879,Paris,Arrival,15,-18.0
1880,Sevilla,Arrival,15,-13.0
1881,Tenerife,Arrival,15,-17.0
1882,Pisa,Arrival,15,-8.0
1883,Santiago De Compostela,Arrival,15,-8.0
1884,"Basel, Switzerland / Mulhouse",Arrival,15,3.0
1885,Hanover,Arrival,15,7.0
1886,La Coruna,Arrival,15,0.0
1887,Milan,Arrival,16,-15.0
1888,Madrid,Arrival,16,3.0
1889,Toulouse,Arrival,16,-8.0
1890,Malta,Arrival,16,-4.0
1891,Ibiza,Arrival,16,-12.0
1892,Palma Mallorca,Arrival,16,-11.0
1893,Birmingham,Arrival,16,50.0
1894,Bilbao,Arrival,16,-21.0
1895,Lisbon,Arrival,16,1.0
1896,Nuremberg,Arrival,16,13.0
1897,Jerez De La Frontera,Arrival,16,13.0
1898,Lanzarote,Arrival,17,13.0
1899,Sevilla,Arrival,17,-28.0
1900,Hamburg,Arrival,17,11.0
1901,Brussels,Arrival,17,8.0
1902,Puerto del Rosario,Arrival,17,-1.0
1903,Berlin,Arrival,17,25.0
1904,Amsterdam,Arrival,17,16.0
1905,Catania,Arrival,17,-3.0
1906,Budapest,Arrival,17,10.0
1907,London,Arrival,17,19.0
1908,Turin,Arrival,18,-1.0
1909,Madrid,Arrival,18,7.0
1910,Munich,Arrival,18,0.0
1911,Paris,Arrival,18,34.0
1912,Dublin,Arrival,18,-3.0
1913,Porto,Arrival,18,-11.0
1914,Palma Mallorca,Arrival,18,-19.0
1915,Venice,Arrival,18,-12.0
1916,Bologna,Arrival,18,-3.0
1917,Milan,Arrival,18,-18.0
1918,Alicante,Arrival,18,-9.0
1919,Bilbao,Arrival,18,2.0
1920,Valencia,Arrival,19,-15.0
1921,Santander,Arrival,19,71.0
1922,Malaga,Arrival,19,-7.0
1923,Tenerife,Arrival,19,-21.0
1924,Rome,Arrival,19,-5.0
1925,Menorca,Arrival,19,-12.0
1926,Valladolid,Arrival,19,-9.0
1927,Ibiza,Arrival,19,15.0
1928,Palma Mallorca,Arrival,19,14.0
1929,San Sebastian,Arrival,19,-4.0
1930,Madrid,Arrival,19,-11.0
1931,Paris,Arrival,19,20.0
1932,Stuttgart,Arrival,19,-5.0
1933,Vienna,Arrival,19,5.0
1934,Stockholm,Arrival,19,11.0
1935,Geneva,Arrival,20,6.0
1936,Copenhagen,Arrival,20,26.0
1937,Las Palmas,Arrival,20,-22.0
1938,Sevilla,Arrival,20,-14.0
1939,Paris,Arrival,20,-6.0
1940,Santiago De Compostela,Arrival,20,-16.0
1941,Granada,Arrival,20,2.0
1942,Palma Mallorca,Arrival,20,-14.0
1943,Madrid,Arrival,20,-5.0
1944,Sevilla,Arrival,20,-22.0
1945,Malaga,Arrival,21,9.0
1946,Bilbao,Arrival,21,-14.0
1947,Alicante,Arrival,21,2.0
1948,Asturias,Arrival,21,-11.0
1949,Amsterdam,Arrival,21,-8.0
1950,Rome,Arrival,21,-9.0
1951,Paris,Arrival,21,27.0
1952,Florence,Arrival,21,6.0
1953,Palma Mallorca,Arrival,22,-21.0
1954,Menorca,Arrival,22,-21.0
1955,Zurich,Arrival,22,16.0
1956,London,Arrival,22,-5.0
1957,Munich,Arrival,22,-14.0
1958,Palma Mallorca,Arrival,22,-21.0
1959,Bilbao,Arrival,22,-2.0
1960,Milan,Arrival,22,-18.0
1961,Rome,Arrival,22,-13.0
1962,Manchester,Arrival,22,3.0
1963,Bordeaux,Arrival,23,-18.0
1964,Ibiza,Arrival,23,-14.0
1965,Paris,Arrival,23,100.0
1966,Vigo,Arrival,23,-7.0
1967,Malaga,Arrival,23,-10.0
1968,Nice,Arrival,23,-19.0
1969,Marseille,Arrival,23,-5.0
1970,Paris,Arrival,23,5.0
1971,Brussels,Arrival,23,17.0
1972,Venice,Arrival,23,2.0
1973,Palma Mallorca,Arrival,23,-10.0
1974,Lisbon,Arrival,23,14.0
1975,Prague,Arrival,23,10.0
1976,Amsterdam,Arrival,23,19.0
1977,La Coruna,Arrival,23,28.0
1978,London,Arrival,23,16.0
1979,Naples,Arrival,23,2.0
1980,Rennes,Arrival,23,-3.0
